graph_id,graph_hash,m,n,sample_id,seed,delete_probability,probability_bucket_index,attempt_index,deleted_cross_edges,deleted_edge_count,num_edges,L,x_star_bits,x_star_index,mis_size,x_star_left_count,x_star_right_count
cklr_m9_s143_63cab0b7f6403de8,63cab0b7f6403de8,9,33,143,6363319301795018469,0.07,2,4,"[[1,2,0],[1,2,2],[1,3,0],[1,3,2],[3,2,2],[5,2,2],[6,3,2],[6,7,0],[7,2,0],[8,6,2],[8,7,2]]",11,229,8646,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s144_a5dc2608985bdefc,a5dc2608985bdefc,9,33,144,5481832612830397087,0.07,2,5,"[[0,3,1],[0,6,2],[1,6,0],[3,3,2],[4,5,1],[5,3,0],[5,7,2],[6,1,2],[6,4,2],[6,7,1],[7,6,0],[7,6,1],[8,5,2],[8,7,2]]",14,226,8547,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s145_8a658b8d5aaa9f4f,8a658b8d5aaa9f4f,9,33,145,490631943929394702,0.07,2,6,"[[0,7,2],[1,0,0],[1,3,2],[1,5,0],[3,1,2],[4,1,0],[4,1,2],[4,3,0],[4,5,0],[6,1,1],[6,5,0],[7,2,1],[7,5,1],[7,5,2],[8,0,2],[8,1,0],[8,2,2],[8,7,0]]",18,222,8415,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s146_2fd551b3f4957bf7,2fd551b3f4957bf7,9,33,146,6230139649760423116,0.07,2,7,"[[0,0,0],[0,5,0],[1,6,2],[2,4,0],[2,7,2],[3,0,0],[3,2,2],[3,7,1],[5,1,0],[5,5,1],[7,4,2],[7,6,0],[8,0,2],[8,2,0],[8,6,1]]",15,225,8514,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s147_65f7b40d600469d2,65f7b40d600469d2,9,33,147,2848664783122319707,0.07,2,8,"[[0,1,0],[0,1,1],[0,5,0],[2,4,1],[2,5,0],[3,1,0],[4,1,0],[4,1,2],[4,2,2],[4,3,1],[5,5,0],[6,1,1],[7,3,1],[8,7,2]]",14,226,8547,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s148_ba6276e01e74c37b,ba6276e01e74c37b,9,33,148,567320763215708643,0.07,2,9,"[[0,0,2],[0,1,0],[0,1,2],[0,2,1],[0,4,1],[0,5,1],[0,6,1],[0,7,2],[1,3,2],[1,5,2],[3,0,1],[3,5,0],[4,1,1],[4,7,0],[5,1,0],[5,1,1],[5,1,2],[5,3,1],[5,6,0],[6,4,1],[6,6,0],[6,7,2],[7,1,1],[8,4,2]]",24,216,8217,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s149_1a8f788ae5ea5771,1a8f788ae5ea5771,9,33,149,3755125621626720101,0.07,2,10,"[[0,0,0],[0,5,1],[1,1,0],[1,1,1],[2,2,2],[2,3,2],[2,5,0],[2,6,0],[3,0,1],[4,4,0],[4,4,1],[5,1,2],[5,4,0],[6,1,1],[6,7,2],[7,1,1],[8,3,0],[8,5,1]]",18,222,8415,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s150_fbf05565509cb69d,fbf05565509cb69d,9,33,150,995119299954902545,0.07,2,11,"[[0,5,0],[1,2,2],[1,4,2],[1,5,2],[2,5,1],[4,2,2],[4,5,1],[5,2,2],[6,2,1],[6,4,1],[6,6,2],[7,0,0],[7,1,1],[7,3,2],[8,1,1],[8,6,0],[8,7,1]]",17,223,8448,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s151_3c731831d41cde89,3c731831d41cde89,9,33,151,8612759831535749168,0.07,2,12,"[[0,5,0],[1,3,2],[2,1,1],[3,5,2],[4,3,2],[5,0,1],[5,5,0],[5,6,1],[5,6,2],[6,1,0],[6,4,1],[8,0,2],[8,4,0]]",13,227,8580,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s152_7611c691552549be,7611c691552549be,9,33,152,3014884105904218108,0.07,2,13,"[[0,2,1],[0,5,0],[1,2,0],[1,4,0],[1,5,1],[1,5,2],[1,7,1],[2,1,0],[2,1,2],[3,7,1],[4,0,2],[6,2,0],[6,5,1],[7,4,2],[7,5,1]]",15,225,8514,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s153_28afbfa593a22e4e,28afbfa593a22e4e,9,33,153,5516405106404261281,0.07,2,14,"[[0,0,2],[0,5,1],[1,3,1],[1,4,0],[2,0,0],[3,3,1],[3,4,1],[4,0,0],[4,3,1],[4,5,1],[4,6,0],[4,6,1],[5,0,2],[5,5,2],[6,3,0],[7,1,2],[7,7,1],[8,1,0],[8,7,2]]",19,221,8382,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s154_d98a73e8a564c0be,d98a73e8a564c0be,9,33,154,2699779307524824936,0.07,2,15,"[[0,3,1],[1,2,2],[2,5,0],[3,5,1],[3,6,0],[4,2,2],[4,3,2],[6,0,0],[7,2,1],[8,1,1],[8,6,0]]",11,229,8646,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s155_8b216df6f3ca6349,8b216df6f3ca6349,9,33,155,9204646748527592026,0.07,2,16,"[[1,2,1],[1,6,1],[2,1,2],[2,2,2],[2,3,2],[2,7,1],[3,0,2],[3,2,2],[3,6,0],[3,6,1],[3,6,2],[4,0,2],[4,4,1],[5,4,1],[6,1,0],[7,3,2],[7,4,1]]",17,223,8448,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s156_f33eca7a7c2fd60c,f33eca7a7c2fd60c,9,33,156,3864910084340492602,0.07,2,17,"[[0,4,0],[0,7,2],[2,4,0],[2,6,0],[3,4,1],[4,0,0],[5,6,2],[7,0,0],[8,3,0],[8,7,0]]",10,230,8679,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s157_f6e0508e76265b63,f6e0508e76265b63,9,33,157,2875303520682133402,0.07,2,18,"[[0,0,0],[0,5,0],[1,6,0],[2,5,0],[3,4,1],[5,0,0],[5,5,0],[5,6,0],[6,2,2],[6,7,2],[7,0,0],[7,5,0],[7,7,1],[8,1,0],[8,5,1]]",15,225,8514,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s158_6d17e8c8161f8789,6d17e8c8161f8789,9,33,158,3349095295557125589,0.07,2,19,"[[0,7,0],[1,4,2],[2,0,1],[3,4,2],[4,0,1],[4,2,2],[4,3,2],[5,2,0],[5,5,0],[7,0,1],[7,4,2],[7,7,0],[8,4,1]]",13,227,8580,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s159_a3fe67d031672c71,a3fe67d031672c71,9,33,159,1186769974603867348,0.07,2,20,"[[1,1,0],[1,1,1],[3,6,1],[4,4,2],[4,6,1],[5,0,2],[5,5,0],[7,2,0],[8,2,2],[8,6,0],[8,7,0]]",11,229,8646,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s160_0a360027483fc9fe,0a360027483fc9fe,9,33,160,6731883021668383323,0.09,3,1,"[[0,1,1],[0,3,0],[0,3,1],[0,4,1],[0,5,1],[1,6,0],[2,3,2],[2,4,0],[2,4,2],[2,7,2],[3,0,2],[3,5,0],[3,5,2],[4,0,1],[4,1,1],[4,1,2],[5,3,1],[5,4,2],[5,5,1],[6,1,2],[6,3,2],[7,3,1],[7,4,1],[7,5,2],[8,4,0],[8,4,2]]",26,214,8151,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s161_422915a224f722c0,422915a224f722c0,9,33,161,5821538688875389635,0.09,3,2,"[[0,2,1],[0,6,0],[1,0,1],[1,0,2],[2,0,0],[2,4,1],[2,7,2],[3,0,0],[3,5,1],[3,6,0],[4,0,2],[4,3,2],[4,5,2],[4,7,1],[6,4,1],[6,5,0],[6,5,1],[7,2,1],[8,2,1],[8,3,2],[8,5,0]]",21,219,8316,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s162_8b19877ea671f815,8b19877ea671f815,9,33,162,2231301834109368912,0.09,3,3,"[[0,0,2],[1,4,0],[2,1,0],[2,3,1],[2,3,2],[2,6,1],[3,0,0],[3,0,1],[3,2,0],[3,3,2],[4,4,1],[5,6,0],[6,2,0],[6,5,2],[7,1,1],[7,7,1],[8,4,2]]",17,223,8448,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s163_89918b7d91c965f7,89918b7d91c965f7,9,33,163,3432092411771073190,0.09,3,4,"[[0,3,0],[0,3,2],[0,4,0],[0,5,1],[0,7,1],[1,0,1],[1,4,2],[2,3,0],[2,4,0],[3,0,1],[4,2,2],[5,7,2],[6,1,2],[6,6,0],[7,2,1],[7,4,1],[8,0,2]]",17,223,8448,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s164_f21714ca570cf79e,f21714ca570cf79e,9,33,164,4682545154399792619,0.09,3,5,"[[0,0,1],[1,1,0],[1,1,1],[1,2,2],[1,4,0],[2,4,0],[3,3,2],[3,4,0],[3,6,0],[4,1,1],[4,7,1],[5,0,2],[5,3,2],[6,4,2],[6,7,2],[7,2,0],[7,5,1],[8,2,1],[8,4,1],[8,5,0],[8,5,2]]",21,219,8316,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s165_4345e149065dfa03,4345e149065dfa03,9,33,165,1482136748731358315,0.09,3,6,"[[0,1,2],[0,3,0],[0,7,2],[1,3,1],[2,1,2],[4,3,0],[4,3,2],[5,2,0],[5,3,2],[5,6,2],[6,2,2],[6,4,1],[7,5,0],[7,6,0],[7,7,0],[8,0,1],[8,7,0]]",17,223,8448,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s166_9f33b36ee33ae41e,9f33b36ee33ae41e,9,33,166,276142088830027885,0.09,3,7,"[[0,6,2],[0,7,2],[1,7,2],[2,0,0],[2,1,0],[3,2,2],[3,4,1],[3,4,2],[3,5,1],[3,6,1],[5,1,1],[5,3,0],[5,5,0],[5,7,2],[6,3,2],[7,0,0],[8,3,2],[8,4,0],[8,5,1],[8,5,2]]",20,220,8349,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s167_ba40eea493a5a38d,ba40eea493a5a38d,9,33,167,306366473895386653,0.09,3,8,"[[0,0,1],[0,1,1],[0,3,0],[0,5,1],[0,6,2],[1,3,1],[1,3,2],[1,4,0],[1,5,0],[1,5,2],[2,1,2],[2,4,0],[3,0,2],[3,1,2],[3,6,2],[4,7,2],[5,1,2],[6,7,1],[8,2,1]]",19,221,8382,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s168_d2aa6c30b7f954e5,d2aa6c30b7f954e5,9,33,168,357362281332817684,0.09,3,9,"[[0,1,0],[0,3,0],[0,4,1],[0,5,0],[1,4,1],[1,5,0],[1,7,1],[2,0,1],[2,3,2],[3,2,1],[3,3,0],[3,5,2],[4,0,2],[5,1,0],[5,3,2],[5,7,2],[6,0,2],[6,6,2],[7,1,1],[7,1,2],[7,3,2],[8,3,1],[8,7,0],[8,7,2]]",24,216,8217,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s169_afa68f95e89fab82,afa68f95e89fab82,9,33,169,5471029960139054703,0.09,3,10,"[[0,0,1],[0,1,0],[0,2,2],[0,4,0],[0,6,2],[1,0,1],[1,6,1],[2,4,1],[2,6,1],[3,1,2],[3,3,1],[3,4,0],[3,6,0],[4,5,0],[5,4,0],[5,6,1],[6,1,0],[6,2,0],[7,1,0],[8,2,1],[8,5,0]]",21,219,8316,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s170_939b3b2633b8d426,939b3b2633b8d426,9,33,170,7263979234913238410,0.09,3,11,"[[0,7,1],[1,0,1],[1,5,2],[1,6,2],[2,2,2],[2,4,0],[2,5,1],[2,5,2],[2,6,1],[3,5,2],[4,4,1],[5,7,1],[6,1,1],[6,3,0],[6,5,0],[6,6,0],[7,2,2],[7,3,2],[7,5,2],[8,2,0],[8,2,2],[8,7,1],[8,7,2]]",23,217,8250,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s171_fd509e61a20e33cd,fd509e61a20e33cd,9,33,171,5825209500493291182,0.09,3,12,"[[0,1,2],[0,2,1],[0,5,2],[1,1,2],[2,0,0],[3,4,2],[3,7,0],[3,7,2],[4,2,2],[4,5,1],[4,5,2],[5,0,1],[5,1,2],[5,6,2],[6,4,0],[6,4,2],[6,5,2],[6,7,0],[7,1,1],[7,4,2],[8,2,0],[8,6,1],[8,7,1],[8,7,2]]",24,216,8217,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s172_26e53f6514060e68,26e53f6514060e68,9,33,172,7053642106180236756,0.09,3,13,"[[0,0,1],[1,4,0],[1,5,0],[2,1,0],[2,2,0],[3,0,0],[3,1,2],[3,6,2],[4,1,2],[4,3,1],[4,4,1],[4,7,2],[5,1,0],[5,2,0],[5,5,1],[5,6,1],[7,0,1],[7,0,2],[7,1,0],[7,5,0],[8,2,2],[8,3,2],[8,5,1],[8,6,1]]",24,216,8217,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s173_e2b4db80cd87f696,e2b4db80cd87f696,9,33,173,3946794887985319356,0.09,3,14,"[[0,6,2],[1,3,0],[1,3,1],[1,5,2],[1,6,0],[2,3,0],[2,4,0],[2,6,1],[2,7,0],[3,1,2],[3,2,0],[3,4,0],[3,4,2],[3,5,1],[3,6,2],[4,1,1],[5,1,0],[5,3,0],[5,7,1],[6,7,1],[7,0,1],[8,5,0],[8,6,2]]",23,217,8250,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s174_ead20e44adc5d55f,ead20e44adc5d55f,9,33,174,6213350757578796362,0.09,3,15,"[[0,0,2],[0,1,2],[0,5,1],[2,4,2],[3,1,2],[3,2,0],[4,3,2],[4,4,1],[4,6,1],[5,1,0],[5,3,1],[5,7,0],[6,4,0],[6,7,2],[8,3,0],[8,7,1]]",16,224,8481,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s175_7d6764a8602a04d3,7d6764a8602a04d3,9,33,175,6968801384973413350,0.09,3,16,"[[0,3,0],[0,3,2],[0,5,1],[1,1,0],[1,5,2],[2,0,0],[2,3,0],[2,3,1],[3,1,2],[3,5,0],[5,1,1],[5,1,2],[5,5,2],[6,1,0],[6,6,0],[7,3,2],[7,4,0],[8,1,1],[8,4,1],[8,6,2]]",20,220,8349,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s176_fe02da0234caf1c1,fe02da0234caf1c1,9,33,176,3017787130074939021,0.09,3,17,"[[0,4,2],[0,6,2],[2,4,1],[2,7,1],[3,3,2],[4,0,2],[4,2,1],[4,4,0],[4,5,2],[4,7,1],[5,0,0],[5,0,2],[5,1,2],[5,3,1],[5,5,0],[6,1,0],[6,4,0],[7,3,2],[7,6,2],[8,4,0],[8,5,2],[8,7,2]]",22,218,8283,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s177_4d5e5f3870441b2f,4d5e5f3870441b2f,9,33,177,5013333686309298253,0.09,3,18,"[[0,3,2],[0,6,0],[1,6,0],[2,0,0],[2,5,0],[3,2,2],[3,3,0],[3,3,2],[3,6,0],[4,1,2],[4,3,2],[4,4,2],[4,7,0],[4,7,2],[6,4,1],[8,5,0]]",16,224,8481,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s178_1295b42bbe40823e,1295b42bbe40823e,9,33,178,3123851420532396891,0.09,3,19,"[[0,7,2],[1,3,2],[1,4,1],[2,1,0],[2,4,2],[3,1,0],[3,3,2],[4,2,2],[4,3,2],[5,0,1],[5,2,0],[5,2,1],[6,0,2],[6,1,2],[6,3,2],[6,4,1],[6,5,0],[7,3,1],[7,4,1],[7,7,0],[7,7,2],[8,1,1],[8,6,0]]",23,217,8250,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s179_bda1c7e27f587af3,bda1c7e27f587af3,9,33,179,3187068664378669688,0.09,3,20,"[[0,6,1],[1,0,0],[1,2,2],[1,3,2],[2,1,2],[2,2,0],[2,7,1],[3,0,2],[3,2,1],[3,3,1],[3,5,0],[3,6,0],[3,6,1],[3,7,2],[4,3,2],[4,6,2],[7,0,0],[7,4,0],[7,6,2],[8,1,0],[8,7,2]]",21,219,8316,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s180_d4d89b55d0e01e06,d4d89b55d0e01e06,9,33,180,8660062795005262955,0.11,4,1,"[[0,0,0],[1,3,1],[1,4,1],[1,7,1],[2,2,1],[2,3,2],[2,4,1],[2,5,1],[2,6,0],[3,6,1],[4,5,1],[4,6,1],[5,2,0],[5,2,2],[5,4,0],[6,1,0],[7,7,1],[8,3,1],[8,4,2],[8,6,2],[8,7,0]]",21,219,8316,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s181_1799cc4ba16ebb33,1799cc4ba16ebb33,9,33,181,1983063936170745279,0.11,4,2,"[[0,1,2],[0,4,1],[0,5,2],[1,3,2],[1,4,0],[1,7,1],[2,0,0],[2,4,0],[3,4,2],[3,7,0],[4,1,1],[4,3,0],[4,7,0],[4,7,2],[5,7,1],[5,7,2],[6,0,0],[6,0,2],[6,3,0],[6,3,1],[6,6,1],[7,1,0],[7,4,0],[8,1,2],[8,2,0],[8,3,2],[8,6,0],[8,7,0]]",28,212,8085,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s182_983fcf5a58882225,983fcf5a58882225,9,33,182,7856836342700607452,0.11,4,3,"[[0,1,1],[0,2,0],[1,2,2],[1,3,2],[1,5,0],[1,7,2],[2,0,1],[2,2,1],[2,5,0],[3,0,2],[3,3,1],[3,5,1],[4,2,1],[4,3,0],[4,3,1],[4,5,1],[5,3,0],[5,3,1],[5,6,1],[6,2,0],[6,3,0],[6,6,1],[6,7,1],[7,1,1],[7,2,2],[7,6,0],[7,7,1],[8,3,1],[8,5,0]]",29,211,8052,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s183_ee2759f193a9a17a,ee2759f193a9a17a,9,33,183,3811061495914154321,0.11,4,4,"[[0,1,0],[0,2,0],[0,3,0],[0,3,2],[1,0,0],[1,1,1],[1,3,1],[1,4,2],[1,5,2],[2,4,2],[3,2,0],[3,5,0],[4,0,1],[4,1,0],[4,3,0],[4,6,1],[5,0,2],[5,2,2],[5,5,0],[5,5,1],[6,2,0],[6,3,2],[7,0,2],[7,1,2],[7,2,0],[7,2,2],[7,4,2],[7,7,2],[8,7,0]]",29,211,8052,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s184_04c2b4ea730eee5f,04c2b4ea730eee5f,9,33,184,8802421038235815159,0.11,4,5,"[[0,1,0],[0,4,1],[0,6,2],[1,5,0],[2,4,2],[2,5,0],[2,5,1],[3,2,1],[3,3,0],[3,6,0],[3,6,2],[4,2,1],[4,7,0],[5,0,1],[5,2,0],[5,3,2],[5,4,2],[5,5,0],[6,3,0],[6,4,1],[6,7,1],[7,6,0],[8,6,2]]",23,217,8250,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s185_a3c584be8141c7a2,a3c584be8141c7a2,9,33,185,5822950924223573322,0.11,4,6,"[[0,1,1],[0,1,2],[1,1,2],[2,2,0],[2,3,1],[2,6,1],[2,7,2],[3,1,2],[3,3,1],[3,7,2],[4,0,2],[4,1,1],[4,1,2],[4,2,2],[4,7,2],[5,1,1],[5,5,1],[5,5,2],[6,0,2],[6,3,0],[6,4,2],[6,5,1],[6,5,2],[7,2,0],[7,6,0]]",25,215,8184,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s186_1604052c9df67573,1604052c9df67573,9,33,186,8087312881659041426,0.11,4,7,"[[0,0,0],[0,2,1],[0,4,1],[0,5,1],[1,1,2],[1,4,1],[1,7,0],[1,7,1],[2,1,0],[2,3,2],[4,1,0],[4,1,1],[4,2,0],[4,3,0],[5,3,2],[5,4,0],[5,5,1],[5,6,0],[5,7,0],[6,0,1],[6,3,0],[6,6,0],[7,4,2],[8,0,2],[8,5,1],[8,7,0]]",26,214,8151,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s187_ccaccdecda6a86b5,ccaccdecda6a86b5,9,33,187,2832182272281421716,0.11,4,8,"[[0,0,1],[0,4,0],[1,2,2],[1,5,2],[1,7,2],[2,2,1],[2,5,0],[3,2,0],[3,3,1],[3,3,2],[3,4,1],[3,7,0],[5,1,0],[5,5,1],[5,6,0],[6,0,0],[6,1,0],[6,1,2],[6,3,0],[6,3,1],[7,1,0],[7,4,1],[7,7,0]]",23,217,8250,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s188_79310dfaa2492fe9,79310dfaa2492fe9,9,33,188,2198079030911040606,0.11,4,9,"[[0,4,2],[1,5,1],[1,6,2],[2,2,2],[3,0,2],[4,1,0],[5,1,0],[5,3,0],[5,5,0],[6,7,0],[7,2,1],[7,6,0],[8,0,2],[8,3,0],[8,5,0],[8,5,1],[8,5,2],[8,7,0]]",18,222,8415,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s189_dc8e98d89208242a,dc8e98d89208242a,9,33,189,8840111638344879131,0.11,4,10,"[[0,4,0],[0,4,2],[0,6,1],[0,6,2],[1,0,2],[1,1,1],[1,2,1],[1,2,2],[2,3,0],[2,3,1],[2,4,1],[2,6,2],[3,7,2],[4,1,0],[4,5,0],[4,5,1],[4,6,0],[4,7,2],[5,2,0],[5,4,0],[5,7,0],[6,4,2],[6,5,0],[6,5,1],[7,1,0],[7,3,2],[7,5,2],[8,1,0],[8,3,0]]",29,211,8052,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s190_3fa718cdc98c7517,3fa718cdc98c7517,9,33,190,1536722444352434258,0.11,4,11,"[[0,5,2],[0,7,2],[1,4,0],[1,6,2],[2,4,0],[3,0,1],[3,0,2],[3,2,1],[3,5,2],[3,7,0],[3,7,2],[4,1,2],[4,2,2],[4,4,0],[4,5,1],[4,6,2],[4,7,0],[6,3,0],[6,7,2],[7,0,0],[7,2,1],[7,3,0],[7,5,1],[7,6,1],[7,6,2],[8,6,1],[8,7,1]]",27,213,8118,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
cklr_m9_s191_f42d68c83a905258,f42d68c83a905258,9,33,191,5055569371156643800,0.11,4,12,"[[0,2,1],[0,3,0],[0,6,1],[0,7,2],[1,0,1],[1,1,1],[1,2,0],[1,5,0],[1,5,2],[1,7,0],[2,1,2],[2,2,1],[2,3,1],[2,4,0],[2,7,1],[3,4,0],[4,0,1],[4,4,1],[4,6,1],[4,7,2],[5,0,1],[5,4,2],[7,1,2],[7,2,1],[7,4,0],[7,5,0],[7,6,1],[8,0,2],[8,3,1],[8,4,1],[8,4,2],[8,5,0],[8,5,1],[8,7,1]]",34,206,7887,"[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",511,9,9,0
